company_id,status,exchange,ticker,symbol,stored_name,gurufocus_name,detail,gurufocus_url
1,RESTRICTED,ASX,COH,ASX:COH,Cochlear,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/ASX:COH/summary
2,RESTRICTED,ASX,CPU,ASX:CPU,Computershare,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/ASX:CPU/summary
3,RESTRICTED,ASX,CSL,ASX:CSL,CSL,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/ASX:CSL/summary
4,RESTRICTED,ASX,KPG,ASX:KPG,Kelly Partners,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/ASX:KPG/summary
5,RESTRICTED,ASX,OCL,ASX:OCL,Objective Corporation,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/ASX:OCL/summary
6,RESTRICTED,ASX,PME,ASX:PME,Pro Medicus,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/ASX:PME/summary
7,RESTRICTED,ASX,REA,ASX:REA,REA Group,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/ASX:REA/summary
8,RESTRICTED,ASX,TNE,ASX:TNE,TechnologyOne,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/ASX:TNE/summary
9,RESTRICTED,ASX,WTC,ASX:WTC,WiseTech Global,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/ASX:WTC/summary
10,OK,XPRA,ANDR,XPRA:ANDR,Andritz AG,Andritz AG,name matches,https://www.gurufocus.com/stock/XPRA:ANDR/summary
11,OK,XBRU,ARGX,XBRU:ARGX,argenx SE,argenx SE,name matches,https://www.gurufocus.com/stock/XBRU:ARGX/summary
12,OK,XBRU,DIE,XBRU:DIE,D'Ieteren Group,D'Ieteren Group,name matches,https://www.gurufocus.com/stock/XBRU:DIE/summary
13,OK,XBRU,EVS,XBRU:EVS,EVS Broadcast Equipment SA,EVS Broadcast Equipment SA,name matches,https://www.gurufocus.com/stock/XBRU:EVS/summary
14,OK,XBRU,LOTB,XBRU:LOTB,Lotus Bakeries NV,Lotus Bakeries NV,name matches,https://www.gurufocus.com/stock/XBRU:LOTB/summary
15,OK,XBRU,MOUR,XBRU:MOUR,Moury Construct SA,Moury Construct SA,name matches,https://www.gurufocus.com/stock/XBRU:MOUR/summary
16,RESTRICTED,TSX,ATD,TSX:ATD,Alimentation Couche-Tard,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/TSX:ATD/summary
17,RESTRICTED,TSX,BAM,TSX:BAM,Brookfield Asset Management,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/TSX:BAM/summary
18,RESTRICTED,TSX,BN,TSX:BN,Brookfield Corp,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/TSX:BN/summary
19,RESTRICTED,TSX,CNR,TSX:CNR,Canadian National Railway,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/TSX:CNR/summary
20,RESTRICTED,TSX,CP,TSX:CP,Canadian Pacific Kansas Railway,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/TSX:CP/summary
21,NOT_FOUND,TSX,CLA,TSX:CLA,Celestica,,404 stock not found,https://www.gurufocus.com/stock/TSX:CLA/summary
22,RESTRICTED,TSX,GIB.A,TSX:GIB.A,CGI Group,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/TSX:GIB.A/summary
23,RESTRICTED,TSX,CSU,TSX:CSU,Constellation Software,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/TSX:CSU/summary
24,RESTRICTED,TSX,DSG,TSX:DSG,Descartes Systems,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/TSX:DSG/summary
25,RESTRICTED,TSX,DOL,TSX:DOL,Dollarama,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/TSX:DOL/summary
26,RESTRICTED,TSX,FFH,TSX:FFH,Fairfax Financial Holdings,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/TSX:FFH/summary
27,RESTRICTED,TSXV,LMN,TSXV:LMN,Lumine,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/TSXV:LMN/summary
28,RESTRICTED,TSXV,CTZ,TSXV:CTZ,Namsys,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/TSXV:CTZ/summary
29,RESTRICTED,TSX,TVK,TSX:TVK,TerraVest Industries,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/TSX:TVK/summary
30,RESTRICTED,TSX,TFII,TSX:TFII,TFI International,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/TSX:TFII/summary
31,RESTRICTED,TSX,TRI,TSX:TRI,Thomson Reuters,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/TSX:TRI/summary
32,RESTRICTED,TSX,TIH,TSX:TIH,Toromont Industries,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/TSX:TIH/summary
33,RESTRICTED,TSX,WCN,TSX:WCN,Waste Connections,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/TSX:WCN/summary
34,OK,HKSE,02020,HKSE:02020,ANTA Sports Products Ltd,ANTA Sports Products Ltd,name matches,https://www.gurufocus.com/stock/HKSE:02020/summary
35,OK,HKSE,01093,HKSE:01093,CSPC Pharmaceutical Group Ltd,CSPC Pharmaceutical Group Ltd,name matches,https://www.gurufocus.com/stock/HKSE:01093/summary
36,OK,HKSE,00388,HKSE:00388,Hong Kong Exchanges and Clearing Ltd,Hong Kong Exchanges and Clearing Ltd,name matches,https://www.gurufocus.com/stock/HKSE:00388/summary
37,OK,HKSE,02331,HKSE:02331,Li Ning Co Ltd,Li Ning Co Ltd,name matches,https://www.gurufocus.com/stock/HKSE:02331/summary
38,OK,HKSE,09999,HKSE:09999,NetEase Inc,NetEase Inc,name matches,https://www.gurufocus.com/stock/HKSE:09999/summary
39,OK,HKSE,00700,HKSE:00700,Tencent Holdings Ltd,Tencent Holdings Ltd,name matches,https://www.gurufocus.com/stock/HKSE:00700/summary
40,OK,OCSE,AMBU B,OCSE:AMBU B,Ambu AS,Ambu AS,name matches,https://www.gurufocus.com/stock/OCSE:AMBU B/summary
41,OK,OCSE,CBRAIN,OCSE:CBRAIN,cBrain A/S,cBrain AS,name matches,https://www.gurufocus.com/stock/OCSE:CBRAIN/summary
42,OK,OCSE,CHEMM,OCSE:CHEMM,ChemoMetec AS,ChemoMetec AS,name matches,https://www.gurufocus.com/stock/OCSE:CHEMM/summary
43,OK,OCSE,DEMANT,OCSE:DEMANT,Demant AS,Demant AS,name matches,https://www.gurufocus.com/stock/OCSE:DEMANT/summary
44,OK,OCSE,DSV,OCSE:DSV,DSV AS,DSV AS,name matches,https://www.gurufocus.com/stock/OCSE:DSV/summary
45,OK,OCSE,GMAB,OCSE:GMAB,Genmab AS,Genmab AS,name matches,https://www.gurufocus.com/stock/OCSE:GMAB/summary
46,OK,OCSE,NOVO B,OCSE:NOVO B,Novo Nordisk AS,Novo Nordisk AS,name matches,https://www.gurufocus.com/stock/OCSE:NOVO B/summary
47,OK,OCSE,NSIS B,OCSE:NSIS B,Novonesis (Novozymes) B,Novonesis (Novozymes) B,name matches,https://www.gurufocus.com/stock/OCSE:NSIS B/summary
48,OK,OHEL,KNEBV,OHEL:KNEBV,KONE Oyj,KONE Oyj,name matches,https://www.gurufocus.com/stock/OHEL:KNEBV/summary
49,OK,OHEL,MEKKO,OHEL:MEKKO,Marimekko Oyj,Marimekko Oyj,name matches,https://www.gurufocus.com/stock/OHEL:MEKKO/summary
50,OK,OHEL,ORNBV,OHEL:ORNBV,Orion Oyj,Orion Oyj,name matches,https://www.gurufocus.com/stock/OHEL:ORNBV/summary
51,OK,OHEL,REG1V,OHEL:REG1V,Revenio Group Oyj,Revenio Group Oyj,name matches,https://www.gurufocus.com/stock/OHEL:REG1V/summary
52,OK,XPAR,AI,XPAR:AI,Air Liquide SA,Air Liquide SA,name matches,https://www.gurufocus.com/stock/XPAR:AI/summary
53,OK,XPAR,DSY,XPAR:DSY,Dassault Systemes SE,Dassault Systemes SE,name matches,https://www.gurufocus.com/stock/XPAR:DSY/summary
54,OK,XPAR,EDEN,XPAR:EDEN,Edenred SE,Edenred SE,name matches,https://www.gurufocus.com/stock/XPAR:EDEN/summary
55,OK,XPAR,EL,XPAR:EL,EssilorLuxottica,Essilorluxottica,name matches,https://www.gurufocus.com/stock/XPAR:EL/summary
56,OK,XPAR,ERF,XPAR:ERF,Eurofins Scientific SE,Eurofins Scientific SE,name matches,https://www.gurufocus.com/stock/XPAR:ERF/summary
57,OK,XPAR,ENX,XPAR:ENX,Euronext NV,Euronext NV,name matches,https://www.gurufocus.com/stock/XPAR:ENX/summary
58,OK,XPAR,GTT,XPAR:GTT,Gaztransport et technigaz SA,Gaztransport et technigaz SA,name matches,https://www.gurufocus.com/stock/XPAR:GTT/summary
59,OK,XPAR,RMS,XPAR:RMS,Hermes International SA,Hermes International SA,name matches,https://www.gurufocus.com/stock/XPAR:RMS/summary
60,OK,XPAR,ITP,XPAR:ITP,Interparfums,Interparfums,name matches,https://www.gurufocus.com/stock/XPAR:ITP/summary
61,OK,XPAR,OR,XPAR:OR,L'Oreal SA,L'Oreal SA,name matches,https://www.gurufocus.com/stock/XPAR:OR/summary
62,OK,XPAR,LR,XPAR:LR,Legrand SA,Legrand SA,name matches,https://www.gurufocus.com/stock/XPAR:LR/summary
63,OK,XPAR,MC,XPAR:MC,Lvmh Moet Hennessy Louis Vuitton SE,Lvmh Moet Hennessy Louis Vuitton SE,name matches,https://www.gurufocus.com/stock/XPAR:MC/summary
64,OK,XPAR,NRO,XPAR:NRO,Neurones,Neurones,name matches,https://www.gurufocus.com/stock/XPAR:NRO/summary
65,OK,XPAR,RBT,XPAR:RBT,Robertet SA,Robertet SA,name matches,https://www.gurufocus.com/stock/XPAR:RBT/summary
66,OK,XPAR,SAF,XPAR:SAF,Safran SA,Safran SA,name matches,https://www.gurufocus.com/stock/XPAR:SAF/summary
67,OK,XPAR,SAN,XPAR:SAN,Sanofi SA,Sanofi SA,name matches,https://www.gurufocus.com/stock/XPAR:SAN/summary
68,OK,XPAR,DIM,XPAR:DIM,Sartorius Stedim Biotech SA,Sartorius Stedim Biotech SA,name matches,https://www.gurufocus.com/stock/XPAR:DIM/summary
69,OK,XPAR,SU,XPAR:SU,Schneider Electric SE,Schneider Electric SE,name matches,https://www.gurufocus.com/stock/XPAR:SU/summary
70,OK,XPAR,DG,XPAR:DG,Vinci SA,Vinci SA,name matches,https://www.gurufocus.com/stock/XPAR:DG/summary
71,OK,XTER,AAD,XTER:AAD,Amadeus Fire AG,Amadeus Fire AG,name matches,https://www.gurufocus.com/stock/XTER:AAD/summary
72,OK,XTER,AOF,XTER:AOF,ATOSS Software SE,ATOSS Software SE,name matches,https://www.gurufocus.com/stock/XTER:AOF/summary
73,OK,XTER,BC8,XTER:BC8,Bechtle AG,Bechtle AG,name matches,https://www.gurufocus.com/stock/XTER:BC8/summary
74,OK,XTER,AFX,XTER:AFX,Carl Zeiss Meditec AG,Carl Zeiss Meditec AG,name matches,https://www.gurufocus.com/stock/XTER:AFX/summary
75,OK,XTER,EVD,XTER:EVD,CTS Eventim AG & Co. KGaA,CTS Eventim AG & Co. KGaA,name matches,https://www.gurufocus.com/stock/XTER:EVD/summary
76,OK,XTER,DB1,XTER:DB1,Deutsche Boerse AG,Deutsche Boerse AG,name matches,https://www.gurufocus.com/stock/XTER:DB1/summary
77,OK,XTER,MUM,XTER:MUM,Mensch und Maschine Software SE,Mensch und Maschine Software SE,name matches,https://www.gurufocus.com/stock/XTER:MUM/summary
78,OK,XTER,NEM,XTER:NEM,Nemetschek SE,Nemetschek SE,name matches,https://www.gurufocus.com/stock/XTER:NEM/summary
79,OK,XTER,RAA,XTER:RAA,Rational AG,Rational AG,name matches,https://www.gurufocus.com/stock/XTER:RAA/summary
80,OK,XTER,SAP,XTER:SAP,SAP SE,SAP SE,name matches,https://www.gurufocus.com/stock/XTER:SAP/summary
81,OK,XTER,SRT3,XTER:SRT3,Sartorius AG,Sartorius AG,name matches,https://www.gurufocus.com/stock/XTER:SRT3/summary
82,OK,XTER,SY1,XTER:SY1,Symrise AG,Symrise AG,name matches,https://www.gurufocus.com/stock/XTER:SY1/summary
83,RESTRICTED,NSE,INFY,NSE:INFY,Infosys,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/NSE:INFY/summary
84,OK,NYSE,ACN,ACN,Accenture PLC,Accenture PLC,name matches,https://www.gurufocus.com/stock/ACN/summary
85,RESTRICTED,LSE,EXPN,LSE:EXPN,Experian,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/LSE:EXPN/summary
87,OK,MIL,AMP,MIL:AMP,Amplifon SpA,Amplifon SpA,name matches,https://www.gurufocus.com/stock/MIL:AMP/summary
88,OK,MIL,DIA,MIL:DIA,Diasorin SpA,Diasorin SpA,name matches,https://www.gurufocus.com/stock/MIL:DIA/summary
89,OK,MIL,RACE,MIL:RACE,Ferrari NV,Ferrari NV,name matches,https://www.gurufocus.com/stock/MIL:RACE/summary
90,OK,MIL,IP,MIL:IP,Interpump Group SpA,Interpump Group SpA,name matches,https://www.gurufocus.com/stock/MIL:IP/summary
91,OK,MIL,MONC,MIL:MONC,Moncler SpA,Moncler SpA,name matches,https://www.gurufocus.com/stock/MIL:MONC/summary
92,OK,MIL,PRY,MIL:PRY,Prysmian SpA,Prysmian SpA,name matches,https://www.gurufocus.com/stock/MIL:PRY/summary
93,OK,MIL,REC,MIL:REC,Recordati SpA,Recordati SpA,name matches,https://www.gurufocus.com/stock/MIL:REC/summary
94,OK,MIL,REY,MIL:REY,Reply SpA,Reply SpA,name matches,https://www.gurufocus.com/stock/MIL:REY/summary
95,OK,MIL,SOL,MIL:SOL,SOL SpA,SOL SpA,name matches,https://www.gurufocus.com/stock/MIL:SOL/summary
96,OK,TSE,6857,TSE:6857,Advantest Corp,Advantest Corp,name matches,https://www.gurufocus.com/stock/TSE:6857/summary
97,OK,TSE,6532,TSE:6532,BayCurrent Inc,BayCurrent Inc,name matches,https://www.gurufocus.com/stock/TSE:6532/summary
98,OK,TSE,9697,TSE:9697,Capcom Co Ltd,Capcom Co Ltd,name matches,https://www.gurufocus.com/stock/TSE:9697/summary
99,OK,TSE,6146,TSE:6146,Disco Corp,Disco Corp,name matches,https://www.gurufocus.com/stock/TSE:6146/summary
100,OK,TSE,6954,TSE:6954,Fanuc Corp,Fanuc Corp,name matches,https://www.gurufocus.com/stock/TSE:6954/summary
101,OK,TSE,3769,TSE:3769,GMO Payment Gateway Inc,GMO Payment Gateway Inc,name matches,https://www.gurufocus.com/stock/TSE:3769/summary
102,OK,TSE,7741,TSE:7741,Hoya Corp,Hoya Corp,name matches,https://www.gurufocus.com/stock/TSE:7741/summary
103,OK,TSE,4452,TSE:4452,Kao Corp,Kao Corp,name matches,https://www.gurufocus.com/stock/TSE:4452/summary
104,OK,TSE,6861,TSE:6861,Keyence Corp,Keyence Corp,name matches,https://www.gurufocus.com/stock/TSE:6861/summary
105,OK,TSE,3038,TSE:3038,Kobe Bussan Co Ltd,Kobe Bussan Co Ltd,name matches,https://www.gurufocus.com/stock/TSE:3038/summary
106,OK,TSE,6920,TSE:6920,Lasertec Corp,Lasertec Corp,name matches,https://www.gurufocus.com/stock/TSE:6920/summary
107,OK,TSE,8031,TSE:8031,Mitsui & Co Ltd,Mitsui & Co Ltd,name matches,https://www.gurufocus.com/stock/TSE:8031/summary
108,OK,TSE,5344,TSE:5344,Maruwa Co Ltd,Maruwa Co Ltd,name matches,https://www.gurufocus.com/stock/TSE:5344/summary
109,OK,TSE,7974,TSE:7974,Nintendo Co Ltd,Nintendo Co Ltd,name matches,https://www.gurufocus.com/stock/TSE:7974/summary
110,OK,TSE,4684,TSE:4684,OBIC Co Ltd,OBIC Co Ltd,name matches,https://www.gurufocus.com/stock/TSE:4684/summary
111,OK,TSE,5713,TSE:5713,Sumitomo Metal Mining Co Ltd,Sumitomo Metal Mining Co Ltd,name matches,https://www.gurufocus.com/stock/TSE:5713/summary
112,OK,TSE,8035,TSE:8035,Tokyo Electron Ltd,Tokyo Electron Ltd,name matches,https://www.gurufocus.com/stock/TSE:8035/summary
113,OK,XAMS,ADYEN,XAMS:ADYEN,Adyen NV,Adyen NV,name matches,https://www.gurufocus.com/stock/XAMS:ADYEN/summary
114,OK,XAMS,ASM,XAMS:ASM,ASM International NV,ASM International NV,name matches,https://www.gurufocus.com/stock/XAMS:ASM/summary
115,OK,XAMS,ASML,XAMS:ASML,ASML Holding NV,ASML Holding NV,name matches,https://www.gurufocus.com/stock/XAMS:ASML/summary
116,OK,XAMS,BESI,XAMS:BESI,BE Semiconductor Industries NV,BE Semiconductor Industries NV,name matches,https://www.gurufocus.com/stock/XAMS:BESI/summary
117,OK,XAMS,HOLCO,XAMS:HOLCO,Holland Colours,Holland Colours,name matches,https://www.gurufocus.com/stock/XAMS:HOLCO/summary
118,OK,XAMS,IMCD,XAMS:IMCD,IMCD NV,IMCD NV,name matches,https://www.gurufocus.com/stock/XAMS:IMCD/summary
119,RESTRICTED,TSXV,TOI,TSXV:TOI,Topicus,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/TSXV:TOI/summary
120,OK,XAMS,UMG,XAMS:UMG,Universal Music Group NV,Universal Music Group NV,name matches,https://www.gurufocus.com/stock/XAMS:UMG/summary
121,OK,XAMS,WKL,XAMS:WKL,Wolters Kluwer NV,Wolters Kluwer NV,name matches,https://www.gurufocus.com/stock/XAMS:WKL/summary
122,RESTRICTED,NZSE,FPH,NZSE:FPH,Fisher & Paykel Healthcare,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/NZSE:FPH/summary
123,RESTRICTED,NZSE,MFT,NZSE:MFT,Mainfreight,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/NZSE:MFT/summary
124,RESTRICTED,NZSE,NZX,NZSE:NZX,NZX,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/NZSE:NZX/summary
125,RESTRICTED,NZSE,POT,NZSE:POT,Port of Tauranga,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/NZSE:POT/summary
126,RESTRICTED,ASX,XRO,ASX:XRO,Xero,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/ASX:XRO/summary
127,OK,OSL,NORBT,OSL:NORBT,Norbit ASA,Norbit ASA,name matches,https://www.gurufocus.com/stock/OSL:NORBT/summary
128,OK,WAR,ATP,WAR:ATP,Atlanta Poland SA,Atlanta Poland SA,name matches,https://www.gurufocus.com/stock/WAR:ATP/summary
129,OK,WAR,DNP,WAR:DNP,Dino Polska SA,Dino Polska SA,name matches,https://www.gurufocus.com/stock/WAR:DNP/summary
130,OK,WAR,SGN,WAR:SGN,Sygnity SA,Sygnity SA,name matches,https://www.gurufocus.com/stock/WAR:SGN/summary
131,OK,WAR,TXT,WAR:TXT,Text SA,Text SA,name matches,https://www.gurufocus.com/stock/WAR:TXT/summary
132,OK,WAR,XTB,WAR:XTB,XTB SA,XTB SA,name matches,https://www.gurufocus.com/stock/WAR:XTB/summary
133,OK,NYSE,SE,SE,Sea Ltd,Sea Ltd,name matches,https://www.gurufocus.com/stock/SE/summary
134,OK,XKRX,005930,XKRX:005930,Samsung Electronics Co Ltd,Samsung Electronics Co Ltd,name matches,https://www.gurufocus.com/stock/XKRX:005930/summary
135,OK,XMAD,AMS,XMAD:AMS,Amadeus IT Group SA,Amadeus IT Group SA,name matches,https://www.gurufocus.com/stock/XMAD:AMS/summary
136,OK,XMAD,ITX,XMAD:ITX,Industria De Diseno Textil SA,Industria De Diseno Textil SA,name matches,https://www.gurufocus.com/stock/XMAD:ITX/summary
137,OK,XMAD,VID,XMAD:VID,Vidrala SA,Vidrala SA,name matches,https://www.gurufocus.com/stock/XMAD:VID/summary
138,OK,OSTO,ADDT B,OSTO:ADDT B,Addtech AB,Addtech AB,name matches,https://www.gurufocus.com/stock/OSTO:ADDT B/summary
139,OK,OSTO,ASSA B,OSTO:ASSA B,Assa Abloy AB,Assa Abloy AB,name matches,https://www.gurufocus.com/stock/OSTO:ASSA B/summary
140,OK,OSTO,ATCO A,OSTO:ATCO A,Atlas Copco AB,Atlas Copco AB,name matches,https://www.gurufocus.com/stock/OSTO:ATCO A/summary
141,OK,OSTO,BIOG B,OSTO:BIOG B,BioGaia AB,BioGaia AB,name matches,https://www.gurufocus.com/stock/OSTO:BIOG B/summary
142,OK,OSTO,CEVI,OSTO:CEVI,CellaVision AB,CellaVision AB,name matches,https://www.gurufocus.com/stock/OSTO:CEVI/summary
143,OK,OSTO,EVO,OSTO:EVO,Evolution AB,Evolution AB,name matches,https://www.gurufocus.com/stock/OSTO:EVO/summary
144,OK,OSTO,HEM,OSTO:HEM,Hemnet Group AB,Hemnet Group AB,name matches,https://www.gurufocus.com/stock/OSTO:HEM/summary
145,OK,OSTO,HEXA B,OSTO:HEXA B,Hexagon AB,Hexagon AB,name matches,https://www.gurufocus.com/stock/OSTO:HEXA B/summary
146,OK,OSTO,HMS,OSTO:HMS,HMS Networks AB,HMS Networks AB,name matches,https://www.gurufocus.com/stock/OSTO:HMS/summary
147,OK,OSTO,INDT,OSTO:INDT,Indutrade AB,Indutrade AB,name matches,https://www.gurufocus.com/stock/OSTO:INDT/summary
148,OK,OSTO,LATO B,OSTO:LATO B,Investment AB Latour,Investment AB Latour,name matches,https://www.gurufocus.com/stock/OSTO:LATO B/summary
149,OK,OSTO,INVE B,OSTO:INVE B,Investor AB,Investor AB,name matches,https://www.gurufocus.com/stock/OSTO:INVE B/summary
150,OK,OSTO,IVSO,OSTO:IVSO,Invisio AB,Invisio AB,name matches,https://www.gurufocus.com/stock/OSTO:IVSO/summary
151,OK,OSTO,LAGR B,OSTO:LAGR B,Lagercrantz Group AB,Lagercrantz Group AB,name matches,https://www.gurufocus.com/stock/OSTO:LAGR B/summary
152,OK,OSTO,LIFCO B,OSTO:LIFCO B,Lifco AB,Lifco AB,name matches,https://www.gurufocus.com/stock/OSTO:LIFCO B/summary
153,OK,OSTO,MYCR,OSTO:MYCR,Mycronic AB,Mycronic AB,name matches,https://www.gurufocus.com/stock/OSTO:MYCR/summary
154,OK,OSTO,NIBE B,OSTO:NIBE B,NIBE Industrier AB,NIBE Industrier AB,name matches,https://www.gurufocus.com/stock/OSTO:NIBE B/summary
155,OK,OSTO,SECT B,OSTO:SECT B,Sectra AB,Sectra AB,name matches,https://www.gurufocus.com/stock/OSTO:SECT B/summary
156,OK,OSTO,TEQ,OSTO:TEQ,Teqnion AB,Teqnion AB,name matches,https://www.gurufocus.com/stock/OSTO:TEQ/summary
157,OK,OSTO,VIT B,OSTO:VIT B,Vitec Software Group AB,Vitec Software Group AB,name matches,https://www.gurufocus.com/stock/OSTO:VIT B/summary
158,OK,OSTO,VITR,OSTO:VITR,Vitrolife AB,Vitrolife AB,name matches,https://www.gurufocus.com/stock/OSTO:VITR/summary
159,OK,XSWX,ABBN,XSWX:ABBN,ABB Ltd,ABB Ltd,name matches,https://www.gurufocus.com/stock/XSWX:ABBN/summary
160,OK,XSWX,BEAN,XSWX:BEAN,Belimo Holding AG,Belimo Holding AG,name matches,https://www.gurufocus.com/stock/XSWX:BEAN/summary
161,OK,XAMS,DSFIR,XAMS:DSFIR,DSM-Firmenich AG,DSM-Firmenich AG,name matches,https://www.gurufocus.com/stock/XAMS:DSFIR/summary
162,OK,XSWX,GEBN,XSWX:GEBN,Geberit AG,Geberit AG,name matches,https://www.gurufocus.com/stock/XSWX:GEBN/summary
163,OK,XSWX,GIVN,XSWX:GIVN,Givaudan SA,Givaudan SA,name matches,https://www.gurufocus.com/stock/XSWX:GIVN/summary
164,OK,XSWX,IFCN,XSWX:IFCN,Inficon Holding AG,Inficon Holding AG,name matches,https://www.gurufocus.com/stock/XSWX:IFCN/summary
165,OK,XSWX,KNIN,XSWX:KNIN,Kuehne + Nagel International AG,Kuehne + Nagel International AG,name matches,https://www.gurufocus.com/stock/XSWX:KNIN/summary
166,OK,XSWX,LISN,XSWX:LISN,Chocoladefabriken Lindt & Spruengli AG,Chocoladefabriken Lindt & Spruengli AG,name matches,https://www.gurufocus.com/stock/XSWX:LISN/summary
167,OK,XSWX,LOGN,XSWX:LOGN,Logitech International SA,Logitech International SA,name matches,https://www.gurufocus.com/stock/XSWX:LOGN/summary
168,OK,XSWX,NOVN,XSWX:NOVN,Novartis AG,Novartis AG,name matches,https://www.gurufocus.com/stock/XSWX:NOVN/summary
169,OK,XSWX,PGHN,XSWX:PGHN,Partners Group Holding AG,Partners Group Holding AG,name matches,https://www.gurufocus.com/stock/XSWX:PGHN/summary
170,OK,XSWX,CFR,XSWX:CFR,Compagnie Financiere Richemont SA,Compagnie Financiere Richemont SA,name matches,https://www.gurufocus.com/stock/XSWX:CFR/summary
171,OK,XSWX,ROP,XSWX:ROP,Roche Holding AG,Roche Holding AG,name matches,https://www.gurufocus.com/stock/XSWX:ROP/summary
172,OK,XSWX,SCHN,XSWX:SCHN,Schindler Holding AG,Schindler Holding AG,name matches,https://www.gurufocus.com/stock/XSWX:SCHN/summary
173,OK,XSWX,SIKA,XSWX:SIKA,Sika AG,Sika AG,name matches,https://www.gurufocus.com/stock/XSWX:SIKA/summary
174,OK,XSWX,SOON,XSWX:SOON,Sonova Holding AG,Sonova Holding AG,name matches,https://www.gurufocus.com/stock/XSWX:SOON/summary
175,OK,XSWX,STMN,XSWX:STMN,Straumann Holding AG,Straumann Holding AG,name matches,https://www.gurufocus.com/stock/XSWX:STMN/summary
176,OK,XSWX,SQN,XSWX:SQN,Swissquote Group Holding SA,Swissquote Group Holding SA,name matches,https://www.gurufocus.com/stock/XSWX:SQN/summary
177,OK,XSWX,VZN,XSWX:VZN,VZ Holding AG,VZ Holding AG,name matches,https://www.gurufocus.com/stock/XSWX:VZN/summary
179,RESTRICTED,LSE,BAG,LSE:BAG,AG Barr,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/LSE:BAG/summary
180,RESTRICTED,LSE,ALFA,LSE:ALFA,Alfa Financial Software Holdings,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/LSE:ALFA/summary
181,RESTRICTED,LSE,AHT,LSE:AHT,Ashtead Group,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/LSE:AHT/summary
182,RESTRICTED,LSE,AZN,LSE:AZN,AstraZeneca,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/LSE:AZN/summary
183,RESTRICTED,LSE,AUTO,LSE:AUTO,Autotrader,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/LSE:AUTO/summary
184,RESTRICTED,LSE,BVXP,LSE:BVXP,Bioventix,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/LSE:BVXP/summary
185,RESTRICTED,LSE,CER,LSE:CER,Cerillion,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/LSE:CER/summary
186,RESTRICTED,LSE,CKN,LSE:CKN,Clarkson,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/LSE:CKN/summary
187,RESTRICTED,LSE,CCC,LSE:CCC,Computacenter,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/LSE:CCC/summary
188,RESTRICTED,LSE,DPLM,LSE:DPLM,Diploma,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/LSE:DPLM/summary
189,RESTRICTED,LSE,GAMA,LSE:GAMA,Gamma Communications,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/LSE:GAMA/summary
190,RESTRICTED,LSE,GRG,LSE:GRG,Greggs,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/LSE:GRG/summary
191,RESTRICTED,LSE,HLMA,LSE:HLMA,Halma,,403 unsubscribed/restricted region,https://www.gurufocus.com/stock/LSE:HLMA/summary
